"newspaper_edition_date","headline"
NA,"Political leaders must ensure Covid vaccines aren’t the preserve of the rich "
2021-02-09,"Hostile environment 'will cut Covid vaccine uptake among migrants'"
NA,"When will I get the Covid-19 vaccine in Australia?"
NA,"Hoarding Covid vaccines 'could cost wealthy countries $4.5tn'"
NA,"Arcare aged care home lost resident’s vaccination consent form during Melbourne Covid outbreak"
2021-03-06,"A 'me first' approach to vaccination won't defeat Covid"
NA,"‘I am still waiting’: some Australians turned away from getting Covid vaccine because of register errors"
NA,"Qantas in talks with federal government over vaccine rules for Australian children stuck overseas"
NA,"Vaccinating children could be key to stifling Covid, say experts"
NA,"Lionel Messi helps obtain 50,000 Covid vaccines for South American players"
NA,"First Thing: Covid landmark for US as CDC says vaccinated no longer need masks"
NA,"Coronavirus live: more than half of all European adults fully vaccinated – as it happened"
2021-04-01,"Pfizer finds Covid vaccine safe and effective for children 12 to 15"
NA,"As an Australian I’m lucky that I got my first jab. I’m confounded why luck had to come into it"
2021-07-15,"Delta variant gains ground in US as outbreaks highlight vaccine divide"
2021-03-29,"Chile imposes lockdowns to fight new Covid wave despite vaccination success"
NA,"Washington state offers ‘joints for jabs’ to boost vaccination rates"
NA,"Covid vaccine incentives: Australian doctors now allowed to offer cash, prizes and alternative medicines"
NA,"‘People need an end date’: NSW businesses call for path out of pandemic to include vaccination incentives"
NA,"CFMEU members could be expelled from union over Melbourne vaccine mandate protests"
2021-03-28,"Heroes to zeros: how German perfectionism wrecked its Covid vaccine drive"
2021-07-28,"Are Covid jabs ‘Trump vaccines’? No, but I’ll call them that if it means people will take them"
NA,"Low rate of Indigenous vaccination a worry, says minister, as NT Covid cases rise to seven"
NA,"Florida's Republican governor accused of ‘playing politics’ with Covid vaccine"
NA,"‘A systemic failure’: vaccine misinformation remains rampant on Facebook, experts say "
NA,"Hancock: UK will be 'generous around world' with Covid vaccine"
2021-02-17,"Why some junior doctors haven’t had a Covid vaccine"
2021-06-27,"Why most people who now die with Covid in England have had a vaccination"
NA,"Nearly 20m receive first dose of Covid vaccine in the UK"
2021-05-22,"I had a trial Covid vaccine and now feel lost in the approvals system"
NA,"UK Covid: second vaccine doses accelerated as Indian variant threatens easing – as it happened"
NA,"First Thing: federal workers must be vaccinated or regularly tested"
NA,"Will Australia need more than the Pfizer and AstraZeneca Covid-19 vaccines?"
NA,"Argentina threatens to cancel deal for Sputnik vaccine as Russia fails to deliver"
2021-03-26,"Jean-Claude Juncker criticises EU over Covid vaccine spat with UK"
NA,"Funding bill to avoid US shutdown wins Senate support after vaccine standoff"
NA,"Covid vaccines to be recorded in Dublin in compromise deal"
2021-03-28,"Key UK workers given secret Covid jabs to avoid wasting vaccine"
NA,"Covid vaccine used on apes at San Diego zoo trialled on mink"
NA,"Biden provides details on plan to share 80m Covid vaccine doses globally – as it happened"
2021-03-02,"Twitter targets Covid vaccine misinformation with labels and 'strike' system"
NA,"Delta variant: LA recommends indoor masks regardless of vaccination status"
NA,"I’m 14 and I want the Covid vaccine – why can’t Australia’s politicians tell us when we’ll be safe?"
NA,"Severe snowstorm forces Greece to halt Covid vaccination drive"
NA,"Six weeks before deadline, Australian government has no plan for enforcing aged care worker vaccinations"
NA,"Covid committee demands vaccination timetable; two consent videos removed – as it happened"
NA,"Covid committee demands vaccination timetable; two consent videos removed – as it happened"
NA,"From vaccine mandates to a chatting ban: how schools in the Asia Pacific are managing Delta"
NA,"Australian Olympic team to receive fast-track Covid vaccinations ahead of Tokyo Games"
NA,"Fully vaccinated people in England may not need to isolate, Hancock says"
2021-03-01,"Green pass: how are Covid vaccine passports working for Israel?"
NA,"Scottish opposition parties outraged at vaccine passport plan"
2021-01-19,"Call to prioritise minority ethnic groups for Covid vaccines"
NA,"Morning mail: vaccine hesitancy on the rise, India Covid crisis, Eau d’Office candles"
NA,"Covid vaccination rates for workers in Australian home aged care as low as 5%, but ‘not a focus’ for government"
NA,"Australia's Covid vaccine rollout: early errors, cancellations and missed deadlines"
NA,"Mass Covid vaccination clinics pointless in Australia without greater supply, doctors say"
2021-03-24,"Covid vaccine hesitancy in England and Wales is being overcome, study finds"
NA,"‘Unconscionable’ to lift lockdowns before all Australians with disability can be vaccinated, inquiry says"
2021-09-10,"The west has more vaccine doses than it needs – and no excuse not to share them"
NA,"Australia's Covid vaccines rollout: everything you need to know"
2021-02-02,"French minister criticises UK's 'risky' Covid vaccine strategy"
NA,"Should I worry about side-effects from the Johnson & Johnson Covid vaccine?"
NA,"Doctors call for better targeting of Covid vaccinations in UK"
2021-04-03,"Experts stress Covid vaccine benefits outweigh risks after seven UK deaths"
NA,"Johnson & Johnson one-dose Covid vaccine shown to work"
NA,"Pressure mounts on Australia to support Covid vaccine intellectual property waiver for developing nations"
2021-06-13,"Drop Covid vaccine patent rules to save lives in poorest countries, UK and Germany told"
NA,"Australia reports second blood clot case ‘likely’ linked to AstraZeneca Covid vaccine"
2021-08-12,"Oxford/AstraZeneca vaccine: rare blood clot syndrome has high mortality rate"
NA,"Disappointment turns into despair in Australia as lockdowns and failed vaccine rollout bite"
NA,"Australian doctors urged to be patient and flexible in Covid vaccine rollout"
NA,"Australia considers approving Pfizer Covid vaccine for standard cold storage "
NA,"Anti-vaccine flyers banned from being posted by some Australian mailing services"
NA,"Variants v vaccinations: what the dueling trends mean for Covid in the US"
NA,"Tennessee to halt vaccine outreach to teens amid conservative backlash – report"
2021-02-10,"Tui says it expects Covid vaccine will restart summer travel"
NA,"Are enough people vaccinated in time for England’s ‘freedom day’?"
2021-02-09,"How can Covid vaccines be tweaked to tackle new variants?"
NA,"Britons still keen for Covid vaccine despite EU suspensions, says Whitty"
NA,"Vaccine hesitant New Yorkers consider leaving the city as mandates take effect"
NA,"Covid vaccination sceptic's health retreat received $62,000 from jobkeeper"
2021-01-15,"Covid vaccines and immunity: does past infection help?"
NA,"Fauci says health officials considering mask guidance revision for vaccinated"
NA,"New US mask guidance prompted by evidence vaccinated can spread Delta"
NA,"‘Hit and miss’: fewer than one in five Australians in disability care vaccinated against Covid-19"
2021-07-09,"Vaccine uptake in England almost halves ‘amid mixed messages’"
2021-05-07,"The Guardian view on waiving Covid vaccine patents: protect the world, not big pharma"
NA,"Emergent chief sold $10m in stock before company ruined 15m Covid vaccines"
NA,"UK Covid: 31,117 new cases as research suggests vaccines have prevented 60,000 deaths in England – as it happened"
NA,"Australia should make Covid vaccine rollout ‘top priority’, Anthony Fauci says"
2021-03-19,"Covid vaccine side-effects: what are they, who gets them and why?"
NA,"Vaccine wars: how the decision not to get the shot is tearing loved ones apart"
NA,"Clive Palmer and Kerry Stokes paper rapped for spreading Covid vaccine misinformation"
NA,"Covid vaccine side-effects: what to know and why you shouldn't worry"
NA,"Vaccines for 16-39s from 30 August; NSW extends regional shutdown – as it happened"
2021-06-19,"As an ex-Covid vaccine guinea pig, I’m relieved to have had my first jab"
NA,"‘Masks work’: experts on how to navigate Delta when you’re vaccinated"
NA,"Ex-Covid tsar urges Donald Trump to tackle Republican vaccine hesitancy"
NA,"Government approves national vaccination targets as cases continue to surge – as it happened"
2021-08-22,"UK scientists look at reducing boosters to save vaccine for rest of the world "
2021-06-01,"Vaccine passports likely to be dropped as aid to lifting restrictions in England"
NA,"Biden warns of danger of Delta variant as US set to miss vaccination target"
2021-05-06,"Two Pfizer Covid vaccine doses give over 95% protection, shows Israel study"
2021-02-08,"Covid variants and vaccine resistance: all you need to know"
NA,"Matt Hancock confirms dip in UK Covid vaccine supply for April"
NA,"US officials call for more data on vaccine boosters as Pfizer pushes for third shot"
2021-09-19,"Slow but steady has seen the EU win out in the vaccine race "
NA,"Australia set to host clinical trial of genetically modified Covid nasal spray vaccine"
NA,"Over 50% of Australians over 16 are fully vaccinated; Berejiklian reopening plans coming ‘next week’ – as it happened"
NA,"Vaccine program to open for Australians under 40 as rollout hits key milestone "
2021-08-24,"Anti-vaccine protesters occupy ITV News and Channel 4 headquarters"
2021-02-05,"African nations fear more Covid deaths before vaccination begins"
2021-03-27,"'Vaccine prince': the Indian billionaire set to make Covid jabs for the UK"
2021-03-02,"Belgium considers U-turn on Oxford Covid vaccine for over-55s"
NA,"‘I’d rather die actually living’: Bills’ Cole Beasley leans into anti-vaccine stance "
2021-09-01,"Vaccine passports will make hesitant people ‘even more reluctant to get jabbed’"
2021-02-20,"G7 pledges extra $7bn towards Covid vaccines for world's poorest"
NA,"Spanish princesses vaccinated for Covid while visiting ex-king in exile"
NA,"Hong Kong plan to force Covid vaccines on foreign domestic workers sparks alarm"
NA,"Covid news as it happened: case rates rise in 92% of UK’s local areas; Greece introduces fines for issuing fake vaccination certificates"
NA,"US vaccinations rise but White House frustrated with media ‘alarmism’"
NA,"South Australia and Western Australia expand vaccine eligibility – as it happened"
NA,"Eric Clapton refuses to play venues that require proof of vaccination"
NA,"Vaccine hoarding is all the more disturbing as a Covid disaster unfolds in India"
2021-04-09,"UK Covid cases could rise again despite vaccine progress – WHO official"
NA,"‘Immoral and inexcusable’: how Australians in disability homes fell from the front of the vaccine queue"
2021-03-12,"Israeli real-world data on Pfizer vaccine shows high Covid protection"
NA,"The great unknown: do Covid vaccines stop you spreading the virus?"
NA,"Third person dies in Japan after taking contaminated Moderna coronavirus vaccine"
2021-02-27,"Belgium slow to distribute Oxford vaccine doses as Covid cases rise"
2021-03-15,"England's Covid vaccine strategy will 'unravel' unless inequalities addressed, say experts"
